Mach,Alpha,CD Power-Off,CD Power-On,CL,CP
11.74,0.0,0.16916038157757984,0.16916038157757984,0.0,107.39727439225689
11.75,0.0,0.16914061731903032,0.16914061731903032,0.0,107.37953212973018
11.76,0.0,0.16912089262549632,0.16912089262549632,0.0,107.36181475172386
11.77,0.0,0.169101214580502,0.169101214580502,0.0,107.34410341034996
11.78,0.0,0.16908158599039566,0.16908158599039566,0.0,107.32642919278224
11.79,0.0,0.16906200493891585,0.16906200493891585,0.0,107.30875004306195
11.8,0.0,0.1690424634173173,0.1690424634173173,0.0,107.29110527904714
11.81,0.0,0.16902295850860244,0.16902295850860244,0.0,107.2734819500009
11.82,0.0,0.16900351202048197,0.16900351202048197,0.0,107.25587044452853
11.83,0.0,0.1689841021275727,0.1689841021275727,0.0,107.2382939135262
11.84,0.0,0.1689647396382621,0.1689647396382621,0.0,107.22070585754672
11.85,0.0,0.16894541572659882,0.16894541572659882,0.0,107.2031442229428
11.86,0.0,0.16892614929258273,0.16892614929258273,0.0,107.18561769515811
11.87,0.0,0.16890690932765143,0.16890690932765143,0.0,107.16809652886693
11.88,0.0,0.16888772782326641,0.16888772782326641,0.0,107.15061429076285
11.89,0.0,0.1688685816804308,0.1688685816804308,0.0,107.13313054081696
11.9,0.0,0.16884948307177503,0.16884948307177503,0.0,107.11566591112104
11.91,0.0,0.16883042098837678,0.16883042098837678,0.0,107.09823017863785
11.92,0.0,0.1688114062412931,0.1688114062412931,0.0,107.08079377861989
11.93,0.0,0.16879243691243778,0.16879243691243778,0.0,107.06339043231142
